"FileName","WordCount","TextPreview"
"036_2026-01-24_SALE_240126_Weekend_Specials_Update.html","229","3:55 PM.
I just got back from picking up the kids.
First thing I do? Check my phone.
Alice texted me..."
"037_2026-01-24_SALE_240126_Weekend_Specials.html","258","IT'S LIVE, SIS.
Weekend Specials
Legacy Collection is officially open.
14 retiring designs.
Up to 50..."
"038_2026-01-23_TEASER_230126_Survey_Crossbody.html","349","6:47 AM this morning.
My phone buzzes.
It's a text from Alice.
Just a screenshot. No words.
It's the..."
"039_2026-01-22_TEASER_220126_Survey_Tote_Designs.html","403","""BEAUTIFUL AS IS!!! YAAAAASSSS! SUPER ELEGANT AND CLASSY!! 😍""
That's what Ms. Kelly emailed me this..."
"040_2026-01-21_TEASER_210126_Survey.html","317","Maya Angelou didn't need to raise her voice to command a room.
Michelle Obama doesn't wear loud colo..."
"041_2026-01-20_TEASER_200126_THANK_YOU.html","355","""Michelle?""
I jump.
George is standing in the doorway at 2:43 AM, squinting at me like I've lost my ..."
"042_2026-01-19_SALE_190126_Last_Call.html","149","I'm sitting here watching the final orders come in.
15 left.
And I wanted to send this to you.
We're..."
"043_2026-01-19_TEASER_190126_Final_Hours.html","146","2:00 PM. I just checked the dashboard.
🚨 Under 30 orders left. 🚨
This morning we had 60 spots rema..."
"044_2026-01-19_TEASER_190126_Today_is_MLK_Day.html","373","I woke up this morning and the first thing I did was reach for my phone.
Not to check emails. Not to..."
"045_2026-01-18_TEASER_180126_8_bags_in_one_order.html","303","4:47 PM, an order notification pops up on my screen.
I click into it to review the details.
And I fr..."
"046_2026-01-18_TEASER_180126_Sunday_Morning_with_Nia.html","558","I'm driving Nia to church this Sunday morning, and my mind is somewhere else entirely.
""Eighty order..."
"047_2026-01-18_TEASER_170126_First_Tier_is_GONE.html","436","I'm at my desk this afternoon, Shopify dashboard open.
I've been refreshing it all day, watching the..."
"048_2026-01-17_TEASER_170126_The_200_Project_LIVE.html","542","10:00 this morning, I'm sitting at my kitchen table with my laptop open.
Shopify dashboard pulled up..."
"049_2026-01-16_STORY_160126_The_200_Project_Last_Teaser_Buy_Herse.html","680","🚨 TOMORROW. 10 AM ET. 🚨
THE 200 PROJECT BEGINS.
And I need to tell you what just happened.
This mo..."
"050_2026-01-15_STORY_150126_The_200_Project_Teaser.html","458","Okay.
So.
There's something I need to tell you about The 200 Project.
Because some of you STILL have..."
"051_2026-01-14_STORY_130126_No_Social_Media.html","572","This morning, Wednesday 9:05 AM, Tasha walks into my office holding her phone like a weapon.
""Okay,""..."
"052_2026-01-13_STORY_130126_Stress_Accountant.html","601","This morning, 9:47 AM, Alice walks into my office holding a thick folder.
She doesn't look happy.
""M..."
"053_2026-01-12_STORY_120126_Dream_of_Nia.html","450","Three nights ago, I'm passing the mashed potatoes when my daughter Nia drops a folded piece of paper..."
"054_2026-01-11_STORY_110126_NURSING_SCHOOL.html","253","My phone buzzes.
My sister's name.
I make that face—you know the one—because when she texts at 7:12 ..."
"055_2026-01-10_SALE_100126_Clearance_SALE_SMALL_LE_4.html","133","2:57 PM. The warehouse sounds like Christmas morning.
Boxes everywhere. Tape guns firing. James yell..."
"056_2026-01-10_SALE_100126_Clearance_SALE_SMALL_LE_3.html","173","7:04 AM. I walk into the warehouse.
The lights are already on. Packing tape. Boxes everywhere. Print..."
"057_2026-01-09_STORY_090126_Clearance_SALE_SMALL_LE_2.html","155","1:00 PM, Marcus walks past my office.
Stops. Backs up. Stares at my screen.
""Is that... the sales da..."
"058_2026-01-09_STORY_090126_Clearance_SAle_Small_LE.html","137","THE CLEARANCE SALE IS LIVE.
👉 SHOP 60% OFF NOW
Before I hit send, I did a “quick” check in the back..."
"059_2026-01-08_STORY_080126_Clearance_Teaser.html","249","4:03 PM yesterday afternoon, my phone rings.
Marcus. Our warehouse manager.
""Michelle, we have a pro..."
"060_2026-01-07_STORY_070126_I_don_t_want_to_ruin_it.html","354","I spotted one of our bags in the wild yesterday.
At the grocery store.
And I had a choice: introduce..."
"061_2026-01-06_Story_060126_Be_Your_Own_Kind_Of_Beautiful.html","500","The first time I saw the quote, it wasn't on a bag.
It was on a wall.
Not in some fancy museum. Not ..."
"062_2026-01-05_STORY_050126_Sibling.html","444","I'm scrolling Instagram this morning.
Coffee in one hand. Phone in the other.
Just mindlessly swipin..."
"063_2026-01-04_STORY_040126_Trust.html","615","I got an email from Rhonda this week that made my stomach drop.
""There is so much scamming going on ..."
"064_2026-01-03_Story_030126_New_Year_Eve_party.html","415","I woke up this morning and checked my inbox.
And Sis…
I almost dropped my coffee.
Because there it w..."
"065_2026-01-02_Story_020126_My_most_love_customer_photos_Gift.html","366","One morning you wake up…
And somehow… you’ve become the founder of a leather handbag brand.
You stay..."
"066_2026-01-02_Story_020126_My_most_love_customer_photos.html","331","One morning you wake up…
And somehow… you’ve become the founder of a leather handbag brand.
You stay..."
"067_2026-01-01_STORY_010126_Imani.html","231","HAPPY NEW YEAR!!! 🎉
Habari Gani?
Today, the answer is: Imani.
It’s the 7th (and last) principle of ..."
"068_2025-12-31_STORY_311225_Kuumba.html","412","Hey.
Today is Dec 31.
And I’m sitting here doing that thing we ALL do…
Staring at the year like…
“Wa..."
"069_2025-12-30_STORY_301225_NIA.html","213","Hey {{ first_name|default:'love' }},
Today is Dec 30.
And it’s the 5th principle of Kwanzaa:
Nia (Pu..."
"070_2025-12-28_STORY_281225_HAPPY_KWANZAA_Day_3.html","445","Hey {{ first_name|default:'love' }},
Okay. Today is December 28… and I finally have the courage to t..."
"072_2025-12-26_STORY_261225_HAPPY_KWANZAA.html","268","Hey {{ first_name|default:'love' }},
HAPPPY KWANZAA.
(Yes. I typed it like that on purpose. I’m exci..."
"073_2025-12-24_STORY_241225_Merry_Christmas.html","150","Hey {{ first_name|default:'love' }},
A huge Merry Christmas from me and all of us at Afroyla to you ..."
"074_2025-12-23_STORY_231225_First_Self_made_Millionare_Woman.html","430","Hey {{ person.first_name|default:'love' }} —
Today is Madam C. J. Walker’s birthday.
If you don’t kn..."
"075_2025-12-22_STORY_221225_Rise_Slay_Honeycomb.html","258","Hey {{ person.first_name|default:'love' }},
Quick confession:
I love yellow.
Not like “yellow is cut..."
"076_2025-12-21_STORY_211225_Beautiful_Language_FRENCH.html","400","French is the language that turns dirt into romance.
Do you agree with me?
Even when I don’t underst..."
"077_2025-12-19_SALE_191225_AMAZON_LAST_MINUTES_GIFTs_Email_2.html","223","Hey {{ person.first_name|default:' love' }}—
LAST CALL for my last-minute hunters.
If you’re still g..."
"078_2025-12-19_SALE_191225_AMAZON_LAST_MINUTES_GIFTs_Email_1.html","265","Ever gotten a gift so perfect…
you smiled, cried, and did a little victory dance in your pajamas?
HA..."
"079_2025-12-18_SALE_181225_AMAZON_LAST_MINUTES_GIFTs_Email_2.html","309","Hey {{ person.first_name|default:'love' }}
Quick Christmas math for you:
Today is Dec 18.
Christmas ..."
"080_2025-12-18_SALE_181225_AMAZON_LAST_MINUTES_GIFTs_Email_1.html","264","OMG.
Amazon finally said YES.
Like… a real, official, boring-adult email from Amazon that basically ..."
"081_2025-12-17_STORY_171225_AMZ_TEASER.html","223","Hey {{ person.first_name|default:'love' }},
Still hunting for a last-minute Christmas gift?
Okay. I’..."
"082_2025-12-17_SALE_161225_XMAS_FREE_SHIPPING_Email_3.html","127","Hey {{ person.first_name|default:'love' }},
The bonus discount is officially gone.
Yep. The last XMA..."
"083_2025-12-16_SALE_161225_XMAS_FREE_SHIPPING_Email_2.html","113","Quick 2PM update...
Our Christmas Free Shipping event is still live — but the bonus 30% off code (XM..."
"084_2025-12-16_SALE_161225_XMAS_FREE_SHIPPING_Email_1.html","215","Hey {{ person.first_name|default:'love' }},
Just popping in before things get really wild over here...."
"085_2025-12-15_SALE_151225_XMAS_FREE_SHIPPING_Email_2.html","203","Hey — let’s talk about a Christmas nightmare.
Your gift shows up... after December 25.
So what do yo..."
"086_2025-12-15_SALE_151225_XMAS_FREE_SHIPPING_Email_1.html","345","You know what I’ve been reading a lot lately?
Sales reports? Order stats? How many people used the “..."
"087_2025-12-14_SALE_141225_XMAS_FREE_SHIPPING_Email_2.html","168","Hey {{ person.first_name|default:' love ' }},
Michelle here... with quick update from Afroyla HQ 💛
..."
"088_2025-12-14_SALE_141225_XMAS_FREE_SHIPPING_Email_1.html","173","So I’ve been getting a lot of messages lately.
Most of them sound like this:
""Michelle... If I buy t..."
"089_2025-12-13_Clone_STORY_131225_XMAS_SHIPPING_FREE_Buy_Gift_Tea.html","266","Hey {{ person.first_name|default:'love' }},
It’s the day after Secret Santa Week… and I’m still feel..."
"090_2025-12-13_STORY_131225_XMAS_SHIPPING_FREE_Teaser.html","266","Hey {{ person.first_name|default:'love' }},
It’s the day after Secret Santa Week… and I’m still feel..."
"091_2025-12-13_SALE_121225_SECRET_SANTA_WEEK_Day_7_Email_4.html","62","Hey {{ person.first_name|default:'love' }},
Last email. Last chance.
We’re in the last hours of the ..."
"092_2025-12-12_SALE_121225_SECRET_SANTA_WEEK_Day_7_Email_3.html","340","DING DING DINGGG!
This is my LAST CALL. 🔔🔔🔔
Secret Santa Week ends tonight at midnight…
…but the ..."
"093_2025-12-12_SALE_121225_SECRET_SANTA_WEEK_Day_7_Email_2.html","225","Hey {{ person.first_name|default:'love' }},
Quick noon check-in 😅
Today is still the FINAL day of S..."
"095_2025-12-11_SALE_111225_SECRET_SANTA_WEEK_Day_6_Email_2.html","219","Hey {{ person.first_name|default:'love' }},
Real-time update for Secret Santa Gift #6… and honestly,..."
"096_2025-12-11_SALE_111225_SECRET_SANTA_WEEK_Day_6_Email_1.html","193","Hey {{ person.first_name|default:'love' }},
I hope you’re sitting down… because Secret Santa Gift #6..."
"097_2025-12-10_SALE_101225_SECRET_SANTA_WEEK_Day_5_Email_2.html","240","Hey {{ person.first_name|default:' love' }},
So… if you missed the chaos this morning…
Let me catch ..."
"098_2025-12-10_SALE_101225_SECRET_SANTA_WEEK_Day_5_Email_1.html","224","Hey {{ person.first_name|default:'love' }},
Mini emergency Christmas broadcast from Michelle.
In abo..."
"099_2025-12-09_SALE_091225_SECRET_SANTA_WEEK_Day_4_Email_2.html","144","Hey {{ person.first_name|default:'love' }},
Quick update from Santa’s desk.
Tote bags really are tha..."
"100_2025-12-09_SALE_091225_SECRET_SANTA_WEEK_Day_4_Email_1.html","491","Hey {{ person.first_name|default:'love' }},
Okay, play this game with me for a second.
If you had to..."
"101_2025-12-08_SALE_081225_SECRET_SANTA_WEEK_Day_3_Email_2.html","289","Hey {{ person.first_name|default:'love' }},
Quick 2 PM Secret Santa check-in.
At 11 AM ET this morni..."
"102_2025-12-08_SALE_081225_SECRET_SANTA_WEEK_Day_3_Email_1.html","331","WOOHOOOOO 🎅
Please put your coffee down.
I don’t want to be the reason it ends up on your shirt 😂
..."
"103_2025-12-07_SALE_071225_SECRET_SANTA_WEEK_Day_2_Email_2.html","237","A couple hours ago, SECRET SANTA GIFT #2 went live.
About 10 minutes after the launch text…
my phone..."
"104_2025-12-07_SALE_071225_SECRET_SANTA_WEEK_Day_2_Email_1.html","331","Hey {{ person.first_name|default:'love' }},
Okay. Real quick before my accountant walks past my desk..."
"105_2025-12-06_SALE_061225_SECRET_SANTA_WEEK_Day_1_Email_2.html","332","Hey {{ person.first_name|default:'love' }},
🚨 BREAKING NEWS FROM SANTA CENTRAL 🚨
This is Michelle,..."
"106_2025-12-06_SALE_061225_SECRET_SANTA_WEEK_Day_1.html","309","Hey {{ person.first_name|default:'love' }},
Today is the day.
Secret Santa Week officially starts in..."
"107_2025-12-05_STORY_051225_SECRET_SANTA_WEEK_TEASER_3.html","436","Hey love, Michelle here..
Okay. Deep breath...
Tomorrow is D-DAY.
Gift #1 of Secret Santa Week is dr..."
"108_2025-12-04_STORY_041225_SECRET_SANTA_WEEK_TEASER_2.html","403","WOW. WOW. WOW.
I’m still sitting here with a silly smile on my face.
Because in yesterday’s email, I..."
"109_2025-12-03_STORY_031225_SECRET_SANTA_WEEK.html","332","Hey {{ person.first_name|default:'love' }},
I need your help today.
But first… let me show you what’..."
"110_2025-12-02_SALE_021225_CYBER_MONDAY_AMAZON.html","324","Hey {{ person.first_name|default:'love' }},
📣 Our Cyber Monday Sale Is Extended.
But not on Afroyla..."
"111_2025-12-02_SALE_011225_CYBER_MONDAY_EMAIL_4.html","41","Hey {{ person.first_name|default:'love' }},
Okay. No more cute reminders.
We’re in the last hour of ..."
"112_2025-12-02_SALE_011225_CYBER_MONDAY_EMAIL_3.html","64","Hey {{ person.first_name|default:'love' }},
We are officially in
THE DANGER ZONE.
Cyber Monday is al..."
"113_2025-12-02_SALE_011225_CYBER_MONDAY_EMAIL_2.html","73","Hey {{ person.first_name|default:'love' }},
Real quick.
Since this morning, the Cyber Monday discoun..."
"114_2025-12-01_SALE_011225_CYBER_MONDAY_EMAIL_1.html","278","Hey {{ person.first_name|default:'love' }},
Somehow… I survived Black Friday Madness.
Not sure about..."
"115_2025-11-30_SALE_301125_BFCM_GAME_8.html","351","Okay. Real talk.
If Black Friday Madness was a movie...
Tonight is the final scene. 🎬
Game 8.
Last ..."
"116_2025-11-30_SALE_301125_BFCM_GAME_7.html","321","Hey {{ person.first_name|default:'love' }},
Michelle here, again...
Today is...
Day 4 of Black Frida..."
"117_2025-11-29_SALE_291125_BFCM_GAME_6.html","326","Okay… I need to confess something.
I MASSIVELY underestimated you.
Remember GAME 5?
The one where I ..."
"118_2025-11-29_SALE_291125_BFCM_GAME_5.html","349","Goooood moring, {{ person.first_name|default:'love' }},
I want you grab your coffee...now.
And your ..."
"119_2025-11-28_SALE_281125_BFCM_GAME_4.html","267","Hey {{ person.first_name|default:' love' }}...Michelle here,
BREAKING NEWS. 🚨
Yes I am shouting.
Ou..."
"120_2025-11-28_SALE_281125_BFCM_GAME_3_BUY_GIFT.html","283","Hey {{ person.first_name|default:'love' }}
HAPPY BLACK FRIDAYYYYY 🎉
Have you grabbed any wild deals..."
"121_2025-11-28_SALE_271125_BFCM_GAME_3_BUY_HERSELF.html","242","Hey {{ person.first_name|default:'love' }}
HAPPY BLACK FRIDAYYYYY 🎉
Have you grabbed any wild deals..."
"122_2025-11-27_SALE_271125_BFCM_GAME_2_BUY_GIFT.html","649","Hey {{ person.first_name|default:'love' }}. Michelle here.
First question of the day:
Are your thumb..."
"123_2025-11-27_SALE_271125_BFCM_GAME_2_BUY_HERSELF.html","620","Hey {{ person.first_name|default:'love' }}. Michelle here.
First question of the day:
Are your thumb..."
"124_2025-11-27_SALE_271125_BFCM_GAME_1_BUY_HERSELF.html","238","Hey, Michelle here.
Okay. Deep breath.
In ONE. HOUR. the madness starts.
At 10:00 AM ET today...
The..."
"125_2025-11-27_SALE_271125_BFCM_GAME_1_BUY_GIFT.html","263","Hey, Michelle here.
Okay. Deep breath.
In ONE. HOUR. the madness starts.
At 10:00 AM ET today...
The..."
"126_2025-11-26_STORY_261125_BFCM_TEASER_1_DAY_LEFT_BUY_HERSELF.html","751","We are T-MINUS 1 DAY from...
BLACK FRIDAY MADNESS.
aka the...
MEGA-SUPER-FUN SERIES GAMEEEEEEEE.
And..."
"127_2025-11-26_STORY_261125_BFCM_TEASER_1_DAY_LEFT_BUY_GIFT.html","863","Hey {{ person.first_name|default:'friend' }},
We are T-MINUS 1 DAY from...
BLACK FRIDAY MADNESS.
aka..."
"128_2025-11-25_STORY_251125_BFCM_2_Days.html","608","Okay. Quick status check, queen.
LESS.
THAN.
48.
HOURS.
…until BLACK FRIDAY MADNESS. 🤯
From Nov 27 ..."
"129_2025-11-24_Clone_STORY_231125_BFCM_PRIVATE_ONLY.html","585","Hey {{ person.first_name|default:' queen' }},
My brain is FRIED.
Why?
Because this morning I made th..."
"130_2025-11-23_STORY_231125_BFCM_HUNGER_GAMES.html","1160","Hey {{ person.first_name|default:'love' }},
If you could see my inbox right now?
You’d grab popcorn ..."
"131_2025-11-22_STORY_221125_BFCM_1st_Deal_Reveal.html","862","Heyy {{ person.first_name|default:'' }},
Calm down before you scream…
Because apparently it’s not ju..."
"132_2025-11-21_STORY_211125_BFCM_EARLY_BIRDS.html","1024","I owe you an apology.
Not because you did anything wrong.
But because you did exactly what I asked…
..."
"133_2025-11-20_STORY_201125_BFCM_IDEAS_2.html","1094","Hey {{ person.first_name|default:' Queen' }},
I thought I was the crazy one.
Yesterday proved…
I am ..."
"134_2025-11-19_STORY_191125_BFCM_IDEAS.html","561","Hey {{ person.first_name|default:'Queen' }},
I’m about to do something reckless.
I’m planning Afroyl..."
"135_2025-11-18_STORY_181125_They_Refunded_Me.html","323","No seriously — I am convinced they’re on our email list.
Because right after I sent yesterday’s emai..."
"136_2025-11-17_STORY_171125_No_More_Scam.html","311","Hey {{ person.first_name|default:' love' }}
I wasn’t going to say anything.
But then I saw her.
Stan..."
"137_2025-11-16_STORY_151125_They_Asked_too_much.html","307","I’ve done some questionable things in the name of handbags.
But this time?
I may have committed…
🕵️..."
"138_2025-11-15_STORY_151125_Locessa_collection.html","477","My family group chat is a dangerous place.
You open it at your own risk.
You enter… you pray… and yo..."
"139_2025-11-15_STORY_151125_LOCESSA_COLLECTION_Buy_Gift.html","454","This morning… my sisters almost gave me a heart attack.
My family group chat went from zero to “WHO’..."
"140_2025-11-14_STORY_141125_Richest_Woman.html","765","I am the richest man in the world.
No, seriously.
Not Bezos. Not Elon.
Me.
A Black woman with a lapt..."
"141_2025-11-13_STORY_131125_Faithful_Designs.html","411","Hey {{ person.first_name|default:' love' }},
Yesterday… was a DAY. 😅
I cried. I raged. I prayed. I ..."
"142_2025-11-13_STORY_131125_Faithful_Designs_Buy_Gift.html","394","Hey {{ person.first_name|default:' love' }},
Yesterday… was a DAY. 😅
I cried. I raged. I prayed. I ..."
"143_2025-11-12_STORY_121125_Scammers_Melaniva.html","490","I felt a lump in my throat. My hands clenched. My body trembled.
I felt bad.
Very bad.
Because someo..."
"144_2025-11-11_STORY_111125_Bald_Head_Designs.html","290","I… don’t know how to say this.
So I’m just gonna blurt it out:
Not in a tragic way.
But in a **“two-..."
"145_2025-11-10_STORY_101125_Small_Gift_resend.html","332","Okay.
Let’s talk about the last 72 hours.
I may have, possibly, PROBABLY… sent you, like… 10+ emails..."
"146_2025-11-10_STORY_101125_Small_Gift.html","332","Okay.
Let’s talk about the last 72 hours.
I may have, possibly, PROBABLY… sent you, like… 10+ emails..."
"147_2025-11-10_SALE_091125_Best_Before_BF_Day_3_Email_4.html","290","WAIT. WHAT. JUST. HAPPENED. 😳
I swear I wasn’t gonna send another email.
The sale was done. Finishe..."
"148_2025-11-09_SALE_091125_Best_Before_BF_Day_3_Email_3.html","389","Hey {{ person.first_name|default:'love' }},
There is no time to waste:
⏳ Just 7 hours left on my...
..."
"149_2025-11-09_SALE_091125_Best_Before_BF_Day_3_Email_3_BUY_GIFT.html","392","Hey {{ person.first_name|default:'love' }},
There is no time to waste:
⏳ Just 7 hours left on my...
..."
"150_2025-11-09_SALE_091125_Best_Before_BF_Day_3_Email_2.html","299","It’s Nov 9. The sun is shining. Birds are chirping. And somewhere in the distance…
🛑 THE CLOCK. IS...."
"151_2025-11-09_SALE_091125_Best_Before_BF_Day_3_Email_1_Buy_Gift.html","494","Dear {{ person.first_name|default:'love' }},
🚨 IT’S THE FINAL DAYYYYYYY! 🚨
There are OFFICIALLY le..."
"152_2025-11-09_SALE_091125_Best_Before_BF_Day_3_Email_1.html","446","Dear {{ person.first_name|default:'queen' }},
🚨 IT’S THE FINAL DAYYYYYYY! 🚨
There are OFFICIALLY l..."
"153_2025-11-09_SALE_081125_Best_Before_BF_Day_2_Email_2.html","200","It’s now evening of Day 2 of our Best Before Black Friday Sale...
And I need to confess something we..."
"154_2025-11-08_SALE_081125_Best_Before_BF_Day_2_Email_1.html","326","It’s Day 2 of the Best Before Black Friday Sale … and I was somewhere between a caffeine high and a ..."
"155_2025-11-08_SALE_081125_Best_Before_BF_Day_2_Email_1_Buy_GIFT.html","287","It’s Day 2 of the Best Before Black Friday Sale … and I was somewhere between a caffeine high and a ..."
"156_2025-11-08_SALE_071125_Best_Before_BF_Email_3_Buy_GIFT.html","235","At the time I’m writing this?
There are under 27 slots left before we hit our 200-order cap for toda..."
"157_2025-11-08_SALE_071125_Best_Before_BF_Email_3.html","268","At the time I’m writing this?
There may be under 27 slots left before we hit our 200-order cap for t..."
"158_2025-11-07_SALE_071125_Best_Before_BF_Email_2.html","270","I know your inbox is probably flooded with “Get ready!” emails right now…
So you’re probably wonderi..."
"159_2025-11-07_SALE_071125_Best_Before_BF_Email_1_Buy_GIFT.html","294","IT'S TIME...
The BIGGGGGGEST Afroyla Sale of the Year
is OFFICIALLY LIVE 🎉
FROM 50% OFF
On ALL prod..."
"160_2025-11-07_SALE_071125_Best_Before_BF_Email_1_Buy_Herself.html","291","IT'S TIME
The BIGGGGGGEST Afroyla Sale of the Year
is OFFICIALLY LIVE 🎉
FROM 50% OFF
On ALL product..."
"161_2025-11-07_SALE_071125_Best_Before_BF_Email_1_SLAY_HOLIDAY.html","227","IT’S TIME...
The BIGGGGGGEST Afroyla Sale of the Year
is OFFICIALLY LIVE 🎉
FROM 50% OFF
On ALL prod..."
"162_2025-11-06_6Story_061125_Best_Before_BF_Teaser_4_Buy_Herself.html","475","🚨 ONLY. ONE. DAY. LEFT. 🚨
Until BEST BEFORE BLACK FRIDAY — our BIGGGGGGEST SALE OF THE ENTIRE YEAR..."
"163_2025-11-06_Story_061125_Best_Before_BF_Teaser_4_Buy_Gift.html","461","🚨 ONLY. ONE. DAY. LEFT. 🚨
Until BEST BEFORE BLACK FRIDAY — our BIGGGGGGEST SALE OF THE ENTIRE YEAR..."
"164_2025-11-05_Story_051125_Best_Before_BF_Teaser_3_Buy_Gift.html","397","Hey {{ person.first_name|default:' love ' }},
So…
I know you’re probably getting ready for...
The Be..."
"165_2025-11-05_Story_051125_Best_Before_BF_Teaser_3_Buy_Herself.html","397","Hey {{ person.first_name|default:' love ' }},
So…
I know you’re probably getting ready for...
The Be..."
"166_2025-11-04_Story_041125_Best_Before_BF_Teaser_2_Buy_Herself.html","412","Hey {{ person.first_name|default:'love' }}
So.
Let me just
take
a
DEEP.
BREATH.
Because what I’m abo..."
